timestamp,x,y,z,yaw,steering_angle,speed
1766415192.280055,-77.67168426513672,-23.582359313964844,-20.049602508544922,-1.48815170114173,-0.14821451278534511,2.48
1766415192.32995,-77.67168426513672,-23.582359313964844,-20.049602508544922,-1.48815170114173,-0.14821451278534511,2.48
1766415192.379919,-77.67622375488281,-23.672456741333008,-20.048755645751953,-1.4886338287873047,0.14839197543654264,2.588
1766415192.429939,-77.67622375488281,-23.672456741333008,-20.048755645751953,-1.4886338287873047,0.14839197543654264,2.588
1766415192.479983,-77.67365264892578,-23.750368118286133,-20.05202293395996,-1.4897704112738632,0.48911208835526443,2.588
1766415192.530084,-77.67365264892578,-23.750368118286133,-20.05202293395996,-1.4897704112738632,0.48911208835526443,2.588
1766415192.580034,-77.66329193115234,-23.849685668945312,-20.045719146728516,-1.4900218564765813,0.6848548346617064,2.588
1766415192.630029,-77.66329193115234,-23.849685668945312,-20.045719146728516,-1.4900218564765813,0.6848548346617064,2.588
1766415192.679988,-77.65937042236328,-23.959959030151367,-20.035314559936523,-1.490015610134802,0.7622901001348467,2.696
1766415192.729985,-77.65937042236328,-23.959959030151367,-20.035314559936523,-1.490015610134802,0.7622901001348467,2.696
1766415192.779918,-77.66302490234375,-24.044031143188477,-20.035009384155273,-1.4908199352250249,0.6972124818482679,2.7680000000000002
1766415192.829993,-77.66302490234375,-24.044031143188477,-20.035009384155273,-1.4908199352250249,0.6972124818482679,2.7680000000000002
1766415192.879984,-77.66302490234375,-24.044031143188477,-20.035009384155273,-1.4908199352250249,0.7862128524297943,2.7680000000000002
1766415192.929938,-77.66036987304688,-24.15011215209961,-20.034879684448242,-1.49123664232782,0.7862128524297943,2.7680000000000002
1766415192.979949,-77.65654754638672,-24.257455825805664,-20.032960891723633,-1.4914215669628081,0.7862128524297943,2.7680000000000002
1766415193.029911,-77.65654754638672,-24.257455825805664,-20.032960891723633,-1.4914215669628081,1.1778699661106946,2.8760000000000003
1766415193.079884,-77.64231872558594,-24.361066818237305,-20.021610260009766,-1.4910089855592719,1.366155848731538,2.8760000000000003
