timestamp,x,y,z,yaw,steering_angle,speed
1766413798.504135,-78.50082397460938,-18.38701629638672,-20.210067749023438,-1.4361759056423653,0.0,0.0
1766413798.554033,-78.50082397460938,-18.38701629638672,-20.210067749023438,-1.4361759056423653,0.0,0.0
1766413798.604035,-78.50251007080078,-18.38958740234375,-20.206296920776367,-1.435989090624678,0.0,0.0
1766413798.653991,-78.50251007080078,-18.38958740234375,-20.206296920776367,-1.435989090624678,0.0,0.0
1766413798.70404,-78.50153350830078,-18.376388549804688,-20.210508346557617,-1.4363927125344609,0.0,0.0
1766413798.753988,-78.50153350830078,-18.376388549804688,-20.210508346557617,-1.4363927125344609,0.0,0.0
1766413798.803998,-78.500732421875,-18.37626838684082,-20.207996368408203,-1.4362234668022735,0.0,0.0
1766413798.853935,-78.500732421875,-18.37626838684082,-20.207996368408203,-1.4362234668022735,0.0,0.0
1766413798.90394,-78.50306701660156,-18.369731903076172,-20.209718704223633,-1.4362449915417077,0.0,0.0
1766413798.953943,-78.50306701660156,-18.369731903076172,-20.209718704223633,-1.4362449915417077,0.0,0.0
1766413799.004013,-78.50353240966797,-18.3787841796875,-20.212291717529297,-1.4362462199002373,0.0,0.0
1766413799.053975,-78.50353240966797,-18.3787841796875,-20.212291717529297,-1.4362462199002373,0.0,0.0
1766413799.104058,-78.50120544433594,-18.382680892944336,-20.210477828979492,-1.4362711469809963,0.0,0.0
1766413799.154037,-78.50120544433594,-18.382680892944336,-20.210477828979492,-1.4362711469809963,0.0,0.0
1766413799.204013,-78.49967193603516,-18.39372444152832,-20.20475196838379,-1.4359504615662932,0.0,0.0
1766413799.254038,-78.49967193603516,-18.39372444152832,-20.20475196838379,-1.4359504615662932,0.0,0.0
1766413799.30405,-78.50521087646484,-18.389629364013672,-20.209121704101562,-1.436242504426742,0.0,0.0
1766413799.354038,-78.50521087646484,-18.389629364013672,-20.209121704101562,-1.436242504426742,0.0,0.0
1766413799.404049,-78.49869537353516,-18.386825561523438,-20.209732055664062,-1.4360344127304308,0.0,0.0
